"Season","Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"2001","Danys Baez","Indians","5","3","0","43","0","50.1","9.30","3.58","0.89",".238","70.0 %"," "," ","2.50","3.65"," ","0.6","367"
"2009","Clay Buchholz","Red Sox","7","4","0","16","16","92.0","6.65","3.52","1.27",".279","76.7 %","53.8 %","15.7 %","4.21","4.69","4.04","0.6","3543"
"2003","Francisco Rodriguez","Angels","8","3","2","59","0","86.0","9.94","3.66","1.26",".200","81.2 %","43.5 %","15.4 %","3.03","3.93","3.44","0.6","1642"
"2000","Stan Spencer","Padres","2","2","0","8","8","49.2","7.25","3.44","1.27",".264","77.9 %"," "," ","3.26","4.62"," ","0.6","1012329"
"2009","Bobby Seay","Tigers","6","3","0","67","0","48.2","6.84","3.14","0.55",".291","69.6 %","37.0 %","4.4 %","4.25","3.61","4.64","0.6","1225"
"2001","Jose Acevedo","Reds","5","7","0","18","18","96.0","6.38","3.19","1.59",".285","67.4 %"," "," ","5.44","5.09"," ","0.6","307"
"2007","Joe Borowski","Indians","4","5","45","69","0","65.2","7.95","2.33","1.23",".330","68.4 %","33.7 %","9.7 %","5.07","4.12","4.12","0.6","267"
"2000","Tony McKnight","Astros","4","1","0","6","6","35.0","5.91","2.31","1.03",".263","66.8 %"," "," ","3.86","4.25"," ","0.6","1008602"
"2006","Macay McBride","Braves","4","1","1","71","0","56.2","7.31","5.08","0.32",".304","69.7 %","47.3 %","3.6 %","3.65","3.73","4.64","0.6","3475"
"2004","Bruce Chen","Orioles","2","1","0","8","7","47.2","6.04","3.02","1.32",".227","79.7 %","37.9 %","11.1 %","3.02","4.62","4.59","0.6","769"
"2002","Joe Roa","Phillies","4","4","0","14","11","71.1","4.42","1.64","1.39",".282","77.0 %","39.8 %","11.0 %","4.04","4.57","4.51","0.6","969"
"2000","John Franco","Mets","5","4","4","62","0","55.2","9.05","4.20","0.97",".268","76.2 %"," "," ","3.40","4.03"," ","0.6","874"
"2003","Kirk Saarloos","Astros","2","1","0","36","4","49.1","7.84","3.10","0.73",".338","63.4 %","54.2 %","10.0 %","4.93","3.56","3.69","0.6","1516"
"2006","Joel Peralta","Royals","1","3","1","64","0","73.2","6.96","2.08","1.22",".294","70.9 %","31.7 %","9.5 %","4.40","4.14","4.38","0.6","2332"
"2002","Roberto Hernandez","Royals","1","3","26","53","0","52.0","6.75","2.08","1.04",".335","70.0 %","50.3 %","13.0 %","4.33","3.83","3.55","0.6","605"
"2008","Brian Bruney","Yankees","3","0","1","32","1","34.1","8.65","4.19","0.52",".188","87.0 %","42.5 %","5.3 %","1.83","3.45","4.15","0.6","1929"
"2009","Eric Milton","Dodgers","2","1","0","5","5","23.2","7.61","2.28","0.76",".359","73.9 %","29.9 %","5.6 %","3.80","3.52","4.42","0.6","743"
"2007","Jesse Litsch","Blue Jays","7","9","0","20","20","111.0","4.05","2.92","1.14",".275","73.9 %","48.1 %","10.9 %","3.81","5.14","4.96","0.6","3688"
"2009","Chris Sampson","Astros","4","2","3","49","0","55.1","5.37","3.42","0.33",".333","63.0 %","51.8 %","3.7 %","5.04","3.51","4.32","0.6","2651"
"2008","Scott Eyre","- - -","5","0","0","38","0","25.2","11.22","2.45","0.70",".333","68.5 %","35.4 %","7.4 %","4.21","2.70","3.08","0.6","1300"
"2001","Kevin Olsen","Marlins","0","0","0","4","2","15.0","7.80","1.20","0.00",".268","84.6 %"," "," ","1.20","1.72"," ","0.6","533"
"2006","Luis Vizcaino","Diamondbacks","4","6","0","70","0","65.1","9.92","3.99","1.10",".270","79.7 %","45.1 %","13.6 %","3.58","4.05","3.73","0.6","714"
"2002","Bobby Jones","Padres","7","8","0","19","18","108.0","5.00","1.75","1.67",".306","68.8 %","36.4 %","13.6 %","5.50","4.87","4.35","0.6","1039"
"2001","Vic Darensbourg","Marlins","1","2","1","58","0","48.2","6.10","1.85","0.74",".312","67.9 %"," "," ","4.25","3.44"," ","0.6","516"
"2005","Paul Maholm","Pirates","3","1","0","6","6","41.1","5.66","3.70","0.44",".242","85.1 %","55.4 %","6.7 %","2.18","3.84","4.21","0.6","8678"
"2004","Mike Stanton","Mets","2","6","0","83","0","77.0","6.78","3.86","0.70",".269","75.6 %","44.0 %","6.9 %","3.16","3.92","4.51","0.6","849"
"2008","Josh Outman","Athletics","1","2","0","6","4","25.2","6.66","2.81","0.35",".384","70.4 %","39.5 %","2.9 %","4.56","3.33","4.57","0.6","4004"
"2008","Clayton Richard","White Sox","2","5","0","13","8","47.2","5.48","2.45","0.94",".333","55.2 %","49.7 %","10.9 %","6.04","4.10","4.01","0.6","3551"
"2003","Adam Bernero","- - -","1","14","0","49","17","133.1","5.40","3.65","1.28",".276","63.2 %","40.7 %","11.6 %","5.87","5.08","5.02","0.6","460"
"2008","Buddy Carlyle","Braves","2","0","0","45","0","62.2","8.47","3.73","0.72",".280","73.6 %","43.8 %","7.9 %","3.59","3.58","3.87","0.6","2010"
"2001","Jeff Shaw","Dodgers","3","5","43","77","0","74.2","6.99","2.17","1.21",".247","73.9 %"," "," ","3.62","4.04"," ","0.6","1011823"
"2008","Roberto Hernandez","Indians","8","7","0","22","22","120.2","4.33","5.22","0.52",".294","64.0 %","63.5 %","8.0 %","5.44","4.89","5.10","0.6","3273"
"2000","J.C. Romero","Twins","2","7","0","12","11","57.2","7.80","4.68","1.25",".358","56.6 %"," "," ","7.02","4.82"," ","0.6","754"
"2002","Mike Fyhrie","Athletics","2","4","0","16","4","48.2","5.36","3.70","0.55",".276","68.4 %","41.3 %","4.7 %","4.44","4.05","5.07","0.6","1447"
"2002","Scott Strickland","- - -","6","9","2","69","0","68.2","9.04","4.33","0.92",".287","77.7 %","37.3 %","9.3 %","3.54","3.81","3.99","0.6","897"
"2004","Brad Hennessey","Giants","2","2","0","7","7","34.1","6.55","3.93","0.52",".331","60.9 %","49.6 %","5.6 %","4.98","3.66","4.39","0.6","3720"
"2002","Joe Mays","Twins","4","8","0","17","17","95.1","3.59","2.36","1.32",".292","66.5 %","42.7 %","11.7 %","5.38","4.92","4.76","0.6","740"
"2009","Jason Bulger","Angels","6","1","1","64","0","65.2","9.32","4.11","0.96",".250","75.9 %","43.3 %","10.4 %","3.56","3.83","3.78","0.6","3915"
"2004","Matt Wise","Brewers","1","2","0","30","3","52.2","5.13","2.56","0.51",".279","64.3 %","47.4 %","4.8 %","4.44","3.62","4.58","0.6","42"
"2009","Jeff Weaver","Dodgers","6","4","0","28","7","79.0","7.29","3.76","0.80",".325","79.0 %","41.0 %","8.0 %","3.65","4.07","4.37","0.6","503"
"2000","Shigetoshi Hasegawa","Angels","10","5","9","66","0","95.2","5.55","3.57","1.03",".292","78.7 %"," "," ","3.48","4.65"," ","0.6","1082"
"2007","Darren Oliver","Angels","3","1","0","61","0","64.1","7.13","3.22","0.70",".275","68.0 %","48.0 %","6.4 %","3.78","3.78","4.29","0.6","206"
"2006","Tyler Walker","- - -","1","4","10","26","0","25.1","6.75","4.26","0.36",".329","50.5 %","34.6 %","3.4 %","7.11","3.58","4.68","0.6","901"
"2005","Guillermo Mota","Marlins","2","2","2","56","0","67.0","8.06","4.30","0.67",".308","65.9 %","40.6 %","6.3 %","4.70","3.68","4.33","0.6","1467"
"2006","Brandon Claussen","Reds","3","8","0","14","14","77.0","6.66","3.27","1.64",".321","66.1 %","36.0 %","12.7 %","6.19","5.35","5.00","0.6","814"
"2000","Ben Weber","- - -","1","1","0","19","0","22.2","5.56","2.38","0.00",".337","44.1 %"," "," ","6.35","2.69"," ","0.6","41"
"2003","Ben Weber","Angels","5","1","0","62","0","80.1","5.15","2.46","0.78",".300","83.2 %","55.5 %","12.1 %","2.69","3.84","3.76","0.6","41"
"2005","Blaine Boyer","Braves","4","2","0","43","0","37.2","7.88","4.06","0.24",".295","76.6 %","47.6 %","2.8 %","3.11","3.13","4.10","0.6","2237"
"2009","Billy Buckner","Diamondbacks","4","6","0","16","13","77.1","7.45","3.38","1.40",".350","63.2 %","48.8 %","16.7 %","6.40","4.70","3.91","0.6","8253"
"2007","Juan Cruz","Diamondbacks","6","1","0","53","0","61.0","12.84","4.72","1.03",".290","74.8 %","34.8 %","11.1 %","3.10","3.70","3.50","0.6","273"
"2004","Jamey Wright","Rockies","2","3","0","14","14","78.2","4.69","5.15","0.92",".284","77.2 %","49.8 %","10.8 %","4.12","5.27","5.29","0.6","715"
"2004","Brian Shouse","Rangers","2","0","0","53","0","44.1","6.90","3.65","0.61",".258","84.7 %","57.8 %","10.7 %","2.23","3.68","3.70","0.6","630"
"2007","Eric O'Flaherty","Mariners","7","1","0","56","0","52.1","6.19","3.44","0.17",".277","64.1 %","44.7 %","1.7 %","4.47","3.55","4.71","0.6","5746"
"2000","Bill Simas","White Sox","2","3","0","60","0","67.2","6.52","2.93","1.20",".297","81.9 %"," "," ","3.46","4.43"," ","0.6","1011977"
"2007","Angel Guzman","Cubs","0","1","0","12","3","30.1","7.71","2.67","0.59",".337","77.1 %","44.9 %","6.3 %","3.56","3.47","3.94","0.6","2145"
"2005","Carl Pavano","Yankees","4","6","0","17","17","100.0","5.04","1.62","1.53",".327","67.8 %","50.0 %","15.3 %","4.77","4.89","4.21","0.6","790"
"2001","Scott Strickland","Expos","2","6","9","77","0","81.1","9.41","4.54","1.00",".274","76.5 %"," "," ","3.21","4.06"," ","0.6","897"
"2000","Todd Van Poppel","Cubs","4","5","2","51","2","86.1","8.03","5.00","1.04",".290","79.3 %"," "," ","3.75","4.59"," ","0.6","1284"
"2009","Sean White","Mariners","3","2","1","52","0","64.1","3.92","2.80","0.42",".226","72.3 %","48.3 %","4.1 %","2.80","3.86","4.74","0.6","5564"
"2004","Juan Dominguez","Rangers","1","2","0","4","4","23.0","5.48","1.96","0.78",".307","71.9 %","48.7 %","6.9 %","3.91","3.88","4.54","0.6","1796"
"2000","Lance Painter","Blue Jays","2","0","0","42","2","66.2","7.15","2.97","1.21",".302","69.7 %"," "," ","4.72","4.38"," ","0.6","1675"
"2009","Alberto Arias","Astros","2","1","0","42","0","45.2","7.69","3.74","0.20",".333","73.0 %","61.3 %","3.1 %","3.35","3.32","3.95","0.6","3087"
"2001","Ryan Drese","Indians","1","2","0","9","4","36.2","5.89","3.68","0.49",".280","73.0 %"," "," ","3.44","3.76"," ","0.6","379"
"2004","Chris Hammond","Athletics","4","1","1","41","0","53.2","5.70","2.18","0.67",".306","76.8 %","42.1 %","6.8 %","2.68","3.65","4.24","0.6","92"
"2009","Eric O'Flaherty","Braves","2","1","0","78","0","56.1","6.23","2.88","0.32",".292","72.4 %","55.2 %","4.2 %","3.04","3.45","4.11","0.6","5746"
"2008","Trever Miller","Rays","2","0","2","68","0","43.1","9.14","4.15","0.42",".316","69.8 %","31.6 %","3.9 %","4.15","3.36","4.31","0.6","1672"
"2009","Kyle Farnsworth","Royals","1","5","0","41","0","37.1","10.13","3.38","0.72",".370","66.9 %","45.8 %","8.3 %","4.58","3.10","3.32","0.6","278"
"2008","Jesse Carlson","Blue Jays","7","2","2","69","0","60.0","8.25","3.15","0.90",".230","86.6 %","34.2 %","8.6 %","2.25","3.80","4.04","0.6","4391"
"2008","Geoff Geary","Astros","2","3","0","55","0","64.0","6.33","3.94","0.42",".228","80.5 %","43.7 %","4.0 %","2.53","3.74","4.68","0.6","1813"
"2006","Damaso Marte","Pirates","1","7","0","75","0","58.1","9.72","4.78","0.77",".303","70.9 %","33.8 %","8.6 %","3.70","3.90","4.19","0.6","247"
"2006","Ruddy Lugo","Devil Rays","2","4","0","64","0","85.0","5.08","3.92","0.42",".264","70.0 %","43.9 %","3.7 %","3.81","4.11","5.29","0.6","2710"
"2007","Jason Grilli","Tigers","5","3","0","57","0","79.2","7.00","3.62","0.56",".306","64.9 %","44.8 %","5.2 %","4.74","3.89","4.60","0.6","521"
"2006","Trever Miller","Astros","2","3","1","70","0","50.2","9.95","2.31","1.24",".276","85.4 %","32.6 %","10.8 %","3.02","3.74","3.75","0.6","1672"
"2005","Joe Mays","Twins","6","10","0","31","26","156.0","3.40","2.37","1.33",".319","64.3 %","46.9 %","12.9 %","5.65","5.03","4.68","0.6","740"
"2000","Alex Fernandez","Marlins","4","4","0","8","8","52.1","4.64","2.75","1.20",".302","76.7 %"," "," ","4.13","4.76"," ","0.6","1003993"
"2004","Dan Kolb","Brewers","0","4","39","64","0","57.1","3.30","2.35","0.47",".242","72.1 %","63.5 %","7.9 %","2.98","3.94","4.20","0.6","1257"
"2000","Nelson Cruz","Tigers","5","2","0","27","0","41.0","7.46","2.85","0.88",".297","83.0 %"," "," ","3.07","3.91"," ","0.6","554"
"2001","Aaron Fultz","Giants","3","1","1","66","0","71.0","8.49","2.66","1.14",".302","65.5 %"," "," ","4.56","3.74"," ","0.6","1113"
"2008","Shawn Camp","Blue Jays","3","1","0","40","0","39.1","7.09","2.52","0.46",".317","69.7 %","53.7 %","6.1 %","4.12","3.21","3.65","0.6","1855"
"2000","Ray King","Brewers","3","2","0","36","0","28.2","5.97","3.14","0.31",".210","79.0 %"," "," ","1.26","3.31"," ","0.6","693"
"2000","Jaret Wright","Indians","3","4","0","9","9","51.2","6.27","4.88","1.05",".260","71.2 %"," "," ","4.70","4.93"," ","0.6","415"
"2004","Ricardo Rodriguez","Rangers","3","1","0","5","4","26.2","5.06","4.05","0.34",".297","77.7 %","46.7 %","2.9 %","2.02","3.76","5.09","0.6","1585"
"2003","Kerry Ligtenberg","Orioles","4","2","1","68","0","59.1","7.13","2.12","1.37",".291","83.6 %","28.9 %","11.4 %","3.34","4.23","4.20","0.6","100"
"2009","Jon Niese","Mets","1","1","0","5","5","25.2","6.31","3.16","0.35",".317","69.4 %","48.1 %","3.7 %","4.21","3.25","4.13","0.6","4424"
"2009","Brandon Lyon","Tigers","6","5","3","65","0","78.2","6.52","3.55","0.80",".226","80.8 %","47.2 %","9.1 %","2.86","4.06","4.19","0.6","1312"
"2002","Kazuhisa Ishii","Dodgers","14","10","0","28","28","154.0","8.36","6.19","1.17",".279","75.3 %","38.9 %","11.6 %","4.27","4.94","4.79","0.6","655"
"2004","Carlos Almanzar","Rangers","7","3","0","67","0","72.2","5.45","2.35","0.99",".260","73.3 %","48.0 %","9.5 %","3.72","4.22","4.43","0.6","308"
"2003","John Bale","Reds","1","2","0","10","9","46.1","7.19","2.33","1.36",".314","73.8 %","42.6 %","14.9 %","4.47","4.30","3.82","0.6","864"
"2005","Todd Williams","Orioles","5","5","1","72","0","76.1","4.48","3.07","0.59",".269","71.3 %","65.2 %","10.9 %","3.30","4.02","4.00","0.6","805"
"2007","Rafael Soriano","Braves","3","3","9","71","0","72.0","8.75","1.88","1.50",".198","80.5 %","33.0 %","12.6 %","3.00","4.17","3.66","0.6","1100"
"2009","Pedro Feliciano","Mets","6","4","0","88","0","59.1","8.95","2.73","1.06",".278","74.3 %","56.5 %","15.6 %","3.03","3.55","3.01","0.6","1601"
"2008","Brian Burres","Orioles","7","10","0","31","22","129.2","4.37","3.47","1.18",".322","66.4 %","36.2 %","9.0 %","6.04","5.16","5.37","0.6","3425"
"2009","Carlos Villanueva","Brewers","4","10","3","64","6","96.0","7.78","3.28","1.22",".308","67.1 %","39.9 %","11.7 %","5.34","4.28","4.04","0.6","4138"
"2009","Francisco Rodriguez","Mets","3","6","35","70","0","68.0","9.66","5.03","0.93",".250","69.8 %","35.0 %","8.5 %","3.71","4.01","4.25","0.6","1642"
"2007","Woody Williams","Astros","8","15","0","33","31","188.0","4.84","2.54","1.68",".286","72.0 %","39.2 %","12.1 %","5.27","5.62","5.13","0.6","1190"
"2001","Mike Myers","Rockies","2","3","0","73","0","40.0","8.10","5.40","0.45",".286","73.8 %"," "," ","3.60","3.77"," ","0.6","68"
"2006","Tim Corcoran","Devil Rays","5","9","0","21","16","90.1","5.88","4.78","1.00",".298","73.9 %","40.0 %","9.7 %","4.38","5.01","5.17","0.6","2351"
"2001","Bruce Chen","- - -","7","7","0","27","27","146.0","7.77","3.64","1.79",".279","70.1 %"," "," ","4.87","5.14"," ","0.6","769"
"2005","Victor Santos","Brewers","4","13","0","29","24","141.2","5.65","3.81","1.27",".285","69.0 %","41.4 %","11.7 %","4.57","4.98","4.80","0.6","446"
"2008","Jesse Crain","Twins","5","4","0","66","0","62.2","7.18","3.45","0.86",".299","73.8 %","40.6 %","7.4 %","3.59","3.98","4.44","0.6","4817"
"2008","Jerry Blevins","Athletics","1","3","0","36","0","37.2","8.36","3.11","0.48",".291","75.2 %","43.3 %","5.0 %","3.11","3.24","3.95","0.6","7841"
"2004","Steve Kline","Cardinals","2","2","3","67","0","50.1","6.26","3.04","0.54",".238","85.5 %","57.6 %","7.7 %","1.79","3.68","4.01","0.6","1164"
"2004","R.A. Dickey","Rangers","6","7","1","25","15","104.2","4.90","2.84","1.46",".322","64.3 %","44.1 %","11.9 %","5.59","5.13","4.96","0.6","1245"
"2001","Paxton Crawford","Red Sox","3","0","0","8","7","36.0","6.25","3.25","0.75",".314","70.9 %"," "," ","4.75","3.99"," ","0.6","1002747"
"2003","Luis Ayala","Expos","10","3","5","65","0","71.0","5.83","1.65","1.01",".264","78.0 %","56.6 %","14.5 %","2.92","3.96","3.63","0.6","1650"
"2003","Doug Waechter","Devil Rays","3","2","0","6","5","35.1","7.39","3.82","1.02",".260","81.2 %","28.0 %","7.7 %","3.31","4.22","4.89","0.6","1814"
"2008","Dallas Braden","Athletics","5","4","0","19","10","71.2","5.15","3.14","1.00",".307","73.3 %","38.4 %","8.0 %","4.14","4.57","4.96","0.6","8099"
"2000","Justin Speier","Indians","5","2","0","47","0","68.1","9.09","3.69","1.19",".267","81.2 %"," "," ","3.29","4.23"," ","0.6","451"
"2009","Eric Stults","Dodgers","4","3","0","10","10","50.0","5.94","4.68","0.54",".306","70.3 %","35.3 %","4.2 %","4.86","4.36","5.47","0.6","8011"
"2009","Jesse Carlson","Blue Jays","1","6","0","73","0","67.2","6.78","2.79","0.93",".287","66.5 %","37.1 %","7.7 %","4.66","4.00","4.42","0.6","4391"
"2000","Mike Holtz","Angels","3","4","0","61","0","41.0","8.78","3.95","0.88",".295","60.3 %"," "," ","5.05","3.91"," ","0.6","920"
"2003","Miguel Asencio","Royals","2","1","0","8","8","48.1","5.03","3.91","0.74",".313","67.7 %","47.2 %","7.1 %","5.21","4.48","5.09","0.6","586"
"2005","Ambiorix Burgos","Royals","3","5","2","59","0","63.1","9.24","4.41","0.85",".316","76.5 %","48.9 %","9.7 %","3.98","3.90","4.02","0.6","3246"
"2003","Scott Randall","Reds","2","5","0","15","2","27.2","8.13","3.58","0.33",".375","59.2 %","54.5 %","5.3 %","6.51","3.10","3.64","0.6","749"
"2006","Brandon League","Blue Jays","1","2","1","33","0","42.2","6.12","1.90","0.63",".240","69.4 %","72.9 %","16.7 %","2.53","3.55","3.22","0.6","3731"
"2000","Jose Santiago","Royals","8","6","2","45","0","69.0","5.74","3.39","0.91",".284","74.0 %"," "," ","3.91","4.44"," ","0.6","972"
"2004","Dave Burba","- - -","4","1","2","51","0","77.0","5.84","3.04","0.82",".261","65.8 %","39.1 %","6.9 %","4.21","4.02","4.71","0.6","1239"
"2006","Brandon Duckworth","Royals","1","5","0","10","8","45.2","5.32","4.73","0.59",".369","62.1 %","46.9 %","5.8 %","6.11","4.53","5.27","0.6","954"
"2009","Vin Mazzaro","Athletics","4","9","0","17","17","91.1","5.81","3.84","1.18",".350","69.8 %","39.1 %","9.5 %","5.32","4.93","5.03","0.6","5231"
"2008","Cesar Jimenez","Mariners","0","2","0","31","2","34.1","6.82","3.41","0.52",".303","76.4 %","38.8 %","4.8 %","3.41","3.60","4.45","0.6","3762"
"2009","Trever Miller","Cardinals","4","1","0","70","0","43.2","9.48","2.27","1.03",".239","89.2 %","35.1 %","10.0 %","2.06","3.37","3.39","0.6","1672"
"2004","Mike Wood","Royals","3","8","0","17","17","100.0","4.86","2.52","1.44",".293","63.9 %","52.4 %","15.0 %","5.94","5.07","4.51","0.6","1806"
"2005","Vicente Padilla","Phillies","9","12","0","27","27","147.0","6.31","4.53","1.35",".277","75.6 %","45.6 %","14.9 %","4.71","5.24","4.68","0.6","964"
"2005","Juan Padilla","Mets","3","1","1","24","0","36.1","4.21","3.22","0.00",".205","82.1 %","49.6 %","0.0 %","1.49","3.32","4.92","0.6","2532"
"2002","Ray King","Brewers","3","2","0","76","0","65.0","6.92","3.32","0.69",".293","79.0 %","51.9 %","10.2 %","3.05","3.67","3.71","0.6","693"
"2003","Jimmy Gobble","Royals","4","5","0","9","9","52.2","5.30","2.56","1.37",".279","67.4 %","28.5 %","9.6 %","4.61","4.91","5.24","0.6","1791"
"2002","Chris Carpenter","Blue Jays","4","5","0","13","13","73.1","5.52","3.31","1.35",".325","71.7 %","41.6 %","13.6 %","5.28","4.95","4.53","0.6","1292"
"2003","Ray King","Braves","3","4","0","80","0","59.0","6.56","4.12","0.46",".249","63.0 %","57.6 %","7.3 %","3.51","3.66","4.01","0.5","693"
"2005","Aaron Fultz","Phillies","4","0","0","62","0","72.1","6.72","2.86","0.75",".207","81.1 %","39.5 %","7.8 %","2.24","3.77","4.16","0.5","1113"
"2004","Jose Mesa","Pirates","5","2","43","70","0","69.1","4.80","2.60","0.78",".312","80.6 %","45.9 %","7.1 %","3.25","4.02","4.63","0.5","961"
"2003","Jamey Wright","Royals","1","2","0","4","4","25.1","6.75","3.91","0.36",".297","62.5 %","47.3 %","5.0 %","4.26","3.47","4.10","0.5","715"
"2002","Braden Looper","Marlins","2","5","13","78","0","86.0","5.76","2.93","0.84",".253","78.2 %","45.1 %","9.6 %","3.14","3.90","4.03","0.5","526"
"2008","David Purcey","Blue Jays","3","6","0","12","12","65.0","8.03","4.02","1.25",".307","67.5 %","31.8 %","10.3 %","5.54","4.67","4.63","0.5","8360"
"2005","Francisco Liriano","Twins","1","2","0","6","4","23.2","12.55","2.66","1.52",".306","53.9 %","47.2 %","26.7 %","5.70","3.32","1.99","0.5","3201"
"2001","Ray King","Brewers","0","4","1","82","0","55.0","8.02","4.09","0.82",".286","77.9 %"," "," ","3.60","3.87"," ","0.5","693"
"2005","Jason Frasor","Blue Jays","3","5","1","67","0","74.2","7.47","3.38","0.96",".289","77.2 %","49.3 %","11.9 %","3.25","4.00","3.84","0.5","1906"
"2001","Shigetoshi Hasegawa","Angels","5","6","0","46","0","55.2","6.63","3.23","0.81",".281","68.7 %"," "," ","4.04","3.93"," ","0.5","1082"
"2007","Kevin Cameron","Padres","2","0","0","48","0","58.0","7.76","5.59","0.00",".311","73.6 %","48.5 %","0.0 %","2.79","3.38","4.57","0.5","3523"
